,classification_id,user_id,workflow_id,annotations,subject_ids,original_annotations,most_similar,codes
6845,389640014,2400608,20494,single component,71287158,single component,component,2
6846,389640014,2400608,20494,clear host,71287158, clear host,host,56
6847,389640014,2400608,20494,centre peak,71287158, centre peak,peak,65
6848,389640014,2400608,20494,tails,71287158, tails,tail,8
6849,389640014,2400608,20494,straight,71287158, straight,straight,160
6850,389640205,2400608,20494,extended host,71287012,extended host,host,56
6851,389640205,2400608,20494,asymmetric,71287012, asymmetric,asymmetric,54
6852,389640205,2400608,20494,aligned host,71287012, aligned with host,host,56
6853,389640205,2400608,20494,single component,71287012, single component,component,2
6854,389640205,2400608,20494,single peak,71287012, single peak,peak,65
6855,389641074,2400608,20494,large,71287042,large source,large,52
6856,389641074,2400608,20494,cutout small,71287042, cutout too small,cutout,203
6857,389641074,2400608,20494,outside cutout,71287042, source outside of cutout,cutout,203
6858,389641074,2400608,20494,peaks,71287042, two peaks,peak,65
6859,389641074,2400608,20494,tails,71287042, tails,tail,8
6860,389641074,2400608,20494,bumpy edges,71287042, bumpy edges,bumpy,213
6861,389641074,2400608,20494,clear host,71287042, no clear host,host,56
6862,389641926,2400608,20494,clear host,71287287,clear host,host,56
6863,389641926,2400608,20494,peaks,71287287, two peaks,peak,65
6864,389641926,2400608,20494,chaotic edges,71287287, chaotic edges,chaotic,108
6865,389641926,2400608,20494,peak edge,71287287, peak at edge,peak,65
6866,389641926,2400608,20494,bridge,71287287, bridge,bridge,154
6867,389641926,2400608,20494,bent,71287287, bent,bent,34
6868,389642326,2400608,20494,extended host,71287231,extended host,host,56
6869,389642326,2400608,20494,amorphous blob,71287231, amorphous blob,amorphous,38
6870,389642326,2400608,20494,aligned host,71287231, aligned with host,host,56
6871,389642326,2400608,20494,edge bumps,71287231, edge bumps,edge,59
6872,389643950,2400608,20494,clear host,71287279,clear host,host,56
6873,389643950,2400608,20494,peaks,71287279, three peaks,peak,65
6874,389643950,2400608,20494,extended peaks,71287279, extended peaks,peak,65
6875,389643950,2400608,20494,peaks edge,71287279, peaks at edge,peak,65
6876,389643950,2400608,20494,bleeding edge,71287279, bleeding edge,bleed,235
6878,389644088,2400608,20494,single peak,71287127,single peak,peak,65
6879,389644088,2400608,20494,single bump,71287127, single bump,single,37
6880,389644088,2400608,20494,clear host,71287127, no clear host,host,56
6881,389644611,2400608,20494,clear host,71287006,no clear host,host,56
6882,389644611,2400608,20494,peaks,71287006, three peaks,peak,65
6883,389644611,2400608,20494,chaotic surrounding,71287006, chaotic surrounding,chaotic,108
6884,389644611,2400608,20494,bridges,71287006, bridges,bridge,154
6885,389644611,2400608,20494,bumpy edge,71287006, bumpy edge,edge,59
6886,389644611,2400608,20494,straight,71287006, straight,straight,160
6887,389645156,2400608,20494,extended,71287230,extended source,extend,1
6888,389645156,2400608,20494,clear host,71287230, no clear host,host,56
6889,389645156,2400608,20494,diffuse tails,71287230, diffuse tails,diffuse,20
6890,389645156,2400608,20494,filament,71287230, filament,filament,208
6891,389645156,2400608,20494,edge bumps,71287230, edge bumps,edge,59
6892,389645156,2400608,20494,bent,71287230, bent,bent,34
6893,389645156,2400608,20494,strong centre,71287230, strong centre,centre,162
6894,389645156,2400608,20494,central peak,71287230, central peak,peak,65
6895,389645257,2400608,20494,extended host,71287182,extended host,host,56
6896,389645257,2400608,20494,aligned,71287182, aligned emission,align,236
6897,389645257,2400608,20494,amorphous blob,71287182, amorphous blob,amorphous,38
6898,389645257,2400608,20494,extended peak,71287182, extended peak,peak,65
6899,389645916,2400608,20494,single peak,71287097,single peak,peak,65
6900,389645916,2400608,20494,simple,71287097, simple,simple,149
6901,389645916,2400608,20494,clear host,71287097, clear host,host,56
6902,389646072,2400608,20494,extended host,71287278,extended host,host,56
6903,389646072,2400608,20494,aligned peak,71287278, aligned peak,peak,65
6904,389646072,2400608,20494,diffuse peak,71287278, diffuse peak,diffuse,20
6905,389646072,2400608,20494,diffuse edge,71287278, diffuse edge,diffuse,20
6906,389646072,2400608,20494,sided component,71287278, one sided component,component,2
6907,389646314,2400608,20494,edge image,71287110,edge of image,image,62
6908,389646314,2400608,20494,image failure,71287110, image failure,image,62
6909,389646314,2400608,20494,elongated peak,71287110, elongated peak,elongated,77
6910,389646314,2400608,20494,bent tail,71287110, bent tail,bent,34
6911,389646314,2400608,20494,bumpy edge,71287110, bumpy edge,edge,59
6912,389646314,2400608,20494,bent,71287110, bent,bent,34
6913,389646509,2400608,20494,single peak,71287224,single peak,peak,65
6914,389646509,2400608,20494,diffuse edge,71287224, diffuse edge,diffuse,20
6915,389646509,2400608,20494,bumpy edge,71287224, bumpy edge,edge,59
6916,389646509,2400608,20494,sided peak,71287224, one sided peak,peak,65
6917,389646509,2400608,20494,clear host,71287224, no clear host,host,56
6918,389646866,2400608,20494,image edge cutout small,71287001,image edge cutout too small,cutout,203
6919,389646866,2400608,20494,large,71287001, large source,large,52
6920,389646866,2400608,20494,diffuse tails,71287001, diffuse tails,diffuse,20
6921,389646866,2400608,20494,chaotic edges,71287001, chaotic edges,chaotic,108
6922,389646866,2400608,20494,peaks,71287001, two peaks,peak,65
6923,389646866,2400608,20494,extended tail,71287001, extended tail,tail,8
6924,389646866,2400608,20494,slightly bent,71287001, slightly bent,bent,34
6925,389646866,2400608,20494,bridges,71287001, bridges,bridge,154
6926,389646866,2400608,20494,turbulent,71287001, turbulent,turbulent,223
6927,389647306,2400608,20494,clear host,71287114,clear host,host,56
6928,389647306,2400608,20494,extended host,71287114, extended host,host,56
6929,389647306,2400608,20494,aligned peak,71287114, aligned peak,peak,65
6930,389647306,2400608,20494,elongated tails,71287114, elongated tails,elongate,7
6931,389647306,2400608,20494,straight,71287114, straight,straight,160
6932,389647306,2400608,20494,peaks,71287114, two peaks,peak,65
6933,389647306,2400608,20494,diffuse lobe,71287114, diffuse lobe,diffuse,20
6934,389647306,2400608,20494,extended lobe,71287114, extended lobe,lobe,36
6935,389647824,2400608,20494,simple single peak,71287243,simple single peak,peak,65
6936,389647824,2400608,20494,slightly asymmetric,71287243, slightly asymmetric,asymmetric,54
6937,389647824,2400608,20494,clear host,71287243, no clear host,host,56
6938,390246076,2400608,20494,multiple peaks,71287290,multiple peaks,peak,65
6939,390246076,2400608,20494,extended tail,71287290, extended tail,tail,8
6940,390246076,2400608,20494,uncertain host,71287290, uncertain host,host,56
6941,390246076,2400608,20494,bumpy edge,71287290, bumpy edge,edge,59
6942,390246076,2400608,20494,asymetric,71287290, asymetric,asymetric,214
6943,390246076,2400608,20494,diffuse,71287290, diffuse emission,diffuse,20
6944,390246076,2400608,20494,bridgepeaks edge,71287290, bridgepeaks at edge,edge,59
6945,390246076,2400608,20494,peak centre,71287290, peak in centre,peak,65
6946,390246299,2400608,20494,image edge,71287093,image edge,image,62
6947,390246299,2400608,20494,cutout small,71287093, cutout too small,cutout,203
6948,390246299,2400608,20494,large,71287093, large source,large,52
6949,390246299,2400608,20494,multiple components,71287093, multiple components,component,2
6950,390246299,2400608,20494,bridges,71287093, no bridges,bridge,154
6951,390246299,2400608,20494,peaks,71287093, three peaks,peak,65
6952,390246299,2400608,20494,bumpy edges,71287093, bumpy edges,bumpy,213
6953,390246299,2400608,20494,extended peak,71287093, extended peak,peak,65
6954,390246299,2400608,20494,edge peaks,71287093, two edge peaks,peak,65
6955,390246299,2400608,20494,central peak,71287093, one central peak,peak,65
6956,390246299,2400608,20494,clear host,71287093, clear host,host,56
6957,390246584,2400608,20494,bumpy edge,71287286,bumpy edge,edge,59
6958,390246584,2400608,20494,asymmetric brightness,71287286, asymmetric brightness,brightness,64
6959,390246584,2400608,20494,peaks,71287286, two peaks,peak,65
6960,390246584,2400608,20494,clear host,71287286, clear host,host,56
6961,390246584,2400608,20494,elongated edge tail,71287286, elongated edge tail,elongated,77
6962,390246584,2400608,20494,diffuse edge,71287286, diffuse edge,diffuse,20
6963,390246584,2400608,20494,broad extension,71287286, broad extension,extension,25
6964,390247204,2400608,20494,single peak,71287070,single peak,peak,65
6965,390247204,2400608,20494,elongated tail,71287070, elongated tail,elongate,7
6966,390247204,2400608,20494,bent,71287070, bent,bent,34
6967,390247204,2400608,20494,uncertain hosts,71287070, uncertain hosts,host,56
6968,390247204,2400608,20494,small,71287070, small source,small,60
6969,390247204,2400608,20494,single tail,71287070, single tail,tail,8
6970,390247204,2400608,20494,elongated peak,71287070, elongated peak,elongated,77
6971,390248040,2400608,20494,uncertain host,71287140,uncertain host,host,56
6972,390248040,2400608,20494,cutout small,71287140, cutout too small,cutout,203
6973,390248040,2400608,20494,uncertain component correlation,71287140, uncertain component correlation,component,2
6974,390248040,2400608,20494,uncertain component grouping,71287140, uncertain component grouping,component,2
6975,390248040,2400608,20494,bent,71287140, bent,bent,34
6976,390248040,2400608,20494,single peak,71287140, single peak,peak,65
6977,390248040,2400608,20494,elongated peak,71287140, elongated peak,elongated,77
6979,390248099,2400608,20494,single peak,71287199,single peak,peak,65
6980,390248099,2400608,20494,edge bumps,71287199, edge bumps,edge,59
6981,390248099,2400608,20494,single host,71287199, single host,host,56
6982,390248267,2400608,20494,extended,71287064,extended source,extend,1
6983,390248267,2400608,20494,clear host,71287064, no clear host,host,56
6984,390248267,2400608,20494,peaks,71287064, two peaks,peak,65
6985,390248267,2400608,20494,smooth edges,71287064, smooth edges,smooth,220
6986,390248267,2400608,20494,minor edge bumps,71287064, minor edge bumps,bump,230
6987,390248267,2400608,20494,bridge,71287064, bridge,bridge,154
6988,390248267,2400608,20494,peaks edge,71287064, peaks at edge,peak,65
6989,390248267,2400608,20494,elongated peak,71287064, elongated peak,elongated,77
6991,390248308,2400608,20494,single peak,71287260,single peak,peak,65
6992,390248308,2400608,20494,bent,71287260, bent,bent,34
6993,390248308,2400608,20494,tail,71287260, tail,tail,8
6994,390248308,2400608,20494,elongated peak,71287260, elongated peak,elongated,77
6995,390248308,2400608,20494,clear host,71287260, clear host,host,56
6996,390248308,2400608,20494,simple,71287260, simple,simple,149
6997,390248472,2400608,20494,diffuse,71287152,diffuse,diffuse,20
6998,390248472,2400608,20494,single peak,71287152, single peak,peak,65
6999,390248472,2400608,20494,extended diffuse,71287152, extended diffuse,diffuse,20
7000,390248472,2400608,20494,clear host,71287152, clear host,host,56
7001,390248472,2400608,20494,image small,71287152, image too small,image,62
7002,390248472,2400608,20494,cutout small,71287152, cutout too small,cutout,203
7003,390248728,2400608,20494,extended host,71287179,extended host,host,56
7004,390248728,2400608,20494,peaks,71287179, two peaks,peak,65
7005,390248728,2400608,20494,large gap second peak,71287179, large gap to second peak,peak,65
7006,390248728,2400608,20494,anomaly,71287179, anomaly,anomaly,212
7007,390248728,2400608,20494,bumpy edge,71287179, bumpy edge,edge,59
7008,390248728,2400608,20494,small tail,71287179, small tail,tail,8
7009,390249103,2400608,20494,single peak,71287141,single peak,peak,65
7010,390249103,2400608,20494,unclear host,71287141, unclear host,host,56
7011,390249103,2400608,20494,cutout small,71287141, cutout too small,cutout,203
7012,390249103,2400608,20494,potential component image,71287141, potential component off image,component,2
7013,390249103,2400608,20494,minor edge bumps,71287141, minor edge bumps,bump,230
7014,390249103,2400608,20494,edge peak,71287141, edge peak,peak,65
7015,390249103,2400608,20494,bent,71287141, bent,bent,34
7016,390249103,2400608,20494,tail,71287141, tail,tail,8
7017,390249164,2400608,20494,single peak,71287225,single peak,peak,65
7018,390249164,2400608,20494,elongated edge bump,71287225, elongated edge bump,edge,59
7019,390249164,2400608,20494,clear host,71287225, clear host,host,56
7020,390249164,2400608,20494,single tail,71287225, single tail,tail,8
7022,390249754,2400608,20494,cutout small,71287138,cutout too small,cutout,203
7023,390249754,2400608,20494,large,71287138, large source,large,52
7024,390249754,2400608,20494,bumpy edge,71287138, bumpy edge,edge,59
7025,390249754,2400608,20494,partially turbulent,71287138, partially turbulent,turbulent,223
7026,390249754,2400608,20494,single peak,71287138, single peak,peak,65
7027,390249754,2400608,20494,extended peak,71287138, extended peak,peak,65
7028,390249754,2400608,20494,long tail,71287138, long tail,tail,8
7029,390249754,2400608,20494,bridge,71287138, bridge,bridge,154
7030,390249754,2400608,20494,extends frame,71287138, source extends beyond frame,frame,148
7031,390249955,2400608,20494,large,71287143,large source,large,52
7032,390249955,2400608,20494,extends frame,71287143, source extends beyond frame,frame,148
7033,390249955,2400608,20494,clear host,71287143, clear host,host,56
7034,390249955,2400608,20494,extended host,71287143, extended host,host,56
7035,390249955,2400608,20494,bends,71287143, bends,bend,207
7036,390249955,2400608,20494,elongated tails,71287143, elongated tails,elongate,7
7037,390249955,2400608,20494,multiple peaks,71287143, multiple peaks,peak,65
7038,390249955,2400608,20494,cutout small,71287143, cutout too small,cutout,203
7039,390249955,2400608,20494,smooth,71287143, smooth source,smooth,220
7040,390249955,2400608,20494,central bright spots,71287143, central bright spots,bright,12
